,time,posX,posY,orientation,mac,signal,rawTime,angle,posXY,medSignal,avgSignal,num,sdSignal,iqrSignal,Power,lnPower,avgPower,logAvgPwr,macX,macY,Dist,1/dist,1/dist2,3,00:0f:a3:39:e1:c0,135,-52,,,10
1088480,02/19/2006 13:23,33,3,225.2,00:14:bf:b1:97:81,-37,1.14038E+12,225,33-3,-39,-38.93406593,91,2.602572223,3,0.000199526,-8.519564844,0.000127818,-8.964899983,33.5,2.8,0.538516481,1.856953382,3.448275862,,0,0,,,,
1088481,02/19/2006 13:23,33,3,225.2,00:14:bf:b1:97:8d,-59,1.14038E+12,225,33-3,-58,-55.91176471,102,4.741021616,3,1.25893E-06,-13.58525205,2.56344E-06,-12.87415959,33.5,9.3,6.319810124,0.158232602,0.025037556,,0,0,,,,
1088482,02/19/2006 13:23,33,3,225.2,00:0f:a3:39:e1:c0,-61,1.14038E+12,225,33-3,-58,-58.11818182,110,1.947625316,4,7.94328E-07,-14.04576907,1.54235E-06,-13.38220591,7.5,6.3,25.7126428,0.038891374,0.001512539,,1,0,,,,
1088483,02/19/2006 13:23,33,3,225.2,00:14:bf:b1:97:8a,-64,1.14038E+12,225,33-3,-66,-66.98969072,97,3.324451225,2,3.98107E-07,-14.7365446,2E-07,-15.42494632,2.5,-0.8,30.73580973,0.032535339,0.001058548,,0,0,,,,
1088488,02/19/2006 13:23,33,3,225.2,00:14:bf:3b:c7:c6,-61,1.14038E+12,225,33-3,-62.5,-65.70930233,86,4.867337185,9,7.94328E-07,-14.04576907,2.68578E-07,-15.130126,12.8,-2.8,21.01618424,0.047582377,0.002264083,,0,0,,,,
1088500,02/19/2006 13:23,33,3,225.2,00:14:bf:b1:97:90,-79,1.14038E+12,225,33-3,-77,-76.92391304,92,1.469347584,2,1.25893E-08,-18.19042223,2.03053E-08,-17.71238555,1,14,33.83784863,0.029552706,0.000873362,,0,0,,,,
1089353,02/19/2006 13:24,33,3,269.7,00:14:bf:b1:97:81,-44,1.14038E+12,270,33-3,-49,-46.5625,96,4.376522292,9,3.98107E-05,-10.13137441,2.20673E-05,-10.72141184,33.5,2.8,0.538516481,1.856953382,3.448275862,,0,0,,,,
1089354,02/19/2006 13:24,33,3,269.7,00:0f:a3:39:e1:c0,-58,1.14038E+12,270,33-3,-60,-63.80909091,110,5.610434994,11,1.58489E-06,-13.35499354,4.15998E-07,-14.69258615,7.5,6.3,25.7126428,0.038891374,0.001512539,,1,0,,,,
1089355,02/19/2006 13:24,33,3,269.7,00:14:bf:b1:97:8a,-59,1.14038E+12,270,33-3,-62,-64.54166667,96,4.645125723,9.25,1.25893E-06,-13.58525205,3.51426E-07,-14.86126795,2.5,-0.8,30.73580973,0.032535339,0.001058548,,0,0,,,,
1089356,02/19/2006 13:24,33,3,269.7,00:14:bf:3b:c7:c6,-68,1.14038E+12,270,33-3,-69,-71.0375,80,4.24098075,8.25,1.58489E-07,-15.65757863,7.87499E-08,-16.35698885,12.8,-2.8,21.01618424,0.047582377,0.002264083,,0,0,,,,
1089357,02/19/2006 13:24,33,3,269.7,00:14:bf:b1:97:90,-83,1.14038E+12,270,33-3,-84,-83.88505747,87,0.932928465,1.5,5.01187E-09,-19.11145627,4.08784E-09,-19.31524829,1,14,33.83784863,0.029552706,0.000873362,,0,0,,,,
1089361,02/19/2006 13:24,33,3,269.7,00:14:bf:b1:97:8d,-48,1.14038E+12,270,33-3,-47,-46.29292929,99,1.334415146,1,1.58489E-05,-11.05240845,2.34805E-05,-10.65934089,33.5,9.3,6.319810124,0.158232602,0.025037556,,0,0,,,,
1090199,02/19/2006 13:24,33,3,314.4,00:14:bf:b1:97:81,-42,1.14038E+12,315,33-3,-47,-44.06382979,94,5.936597828,10,6.30957E-05,-9.670857391,3.92299E-05,-10.14607176,33.5,2.8,0.538516481,1.856953382,3.448275862,,0,0,,,,
1090200,02/19/2006 13:24,33,3,314.4,00:14:bf:b1:97:8d,-53,1.14038E+12,315,33-3,-54,-52.43820225,89,4.266558801,2,5.01187E-06,-12.20370099,5.704E-06,-12.07434228,33.5,9.3,6.319810124,0.158232602,0.025037556,,0,0,,,,
1090201,02/19/2006 13:24,33,3,314.4,00:0f:a3:39:e1:c0,-57,1.14038E+12,315,33-3,-61,-60.01818182,110,2.162999184,4,1.99526E-06,-13.12473503,9.95822E-07,-13.81969708,7.5,6.3,25.7126428,0.038891374,0.001512539,,1,0,,,,
1090202,02/19/2006 13:24,33,3,314.4,00:14:bf:3b:c7:c6,-65,1.14038E+12,315,33-3,-65,-65.30232558,86,2.029603076,1.75,3.16228E-07,-14.9668031,2.94963E-07,-15.03641614,12.8,-2.8,21.01618424,0.047582377,0.002264083,,0,0,,,,
1090203,02/19/2006 13:24,33,3,314.4,00:14:bf:b1:97:8a,-64,1.14038E+12,315,33-3,-65,-64.53684211,95,1.843969621,3,3.98107E-07,-14.7365446,3.51816E-07,-14.86015706,2.5,-0.8,30.73580973,0.032535339,0.001058548,,0,0,,,,
1090205,02/19/2006 13:24,33,3,314.4,00:14:bf:b1:97:90,-74,1.14038E+12,315,33-3,-78,-77.87209302,86,1.326618981,0,3.98107E-08,-17.03912969,1.63227E-08,-17.93071206,1,14,33.83784863,0.029552706,0.000873362,,0,0,,,,
1091058,03/09/2006 11:29,14,7,359.9,00:14:bf:3b:c7:c6,-49,1.14193E+12,0,14-7,-49,-48.90804598,87,1.443769162,1,1.25893E-05,-11.28266696,1.28587E-05,-11.26149376,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1091059,03/09/2006 11:29,14,7,359.9,00:0f:a3:39:e1:c0,-50,1.14193E+12,0,14-7,-51,-50.69090909,110,1.399511412,1,0.00001,-11.51292546,8.52922E-06,-11.67201316,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1091060,03/09/2006 11:29,14,7,359.9,00:14:bf:b1:97:8d,-58,1.14193E+12,0,14-7,-50,-50.02197802,91,1.307907761,1,1.58489E-06,-13.35499354,9.94952E-06,-11.51798609,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1091061,03/09/2006 11:29,14,7,359.9,00:14:bf:b1:97:8a,-60,1.14193E+12,0,14-7,-58,-57.87234043,94,1.007862025,0,0.000001,-13.81551056,1.63217E-06,-13.32559884,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1091063,03/09/2006 11:29,14,7,359.9,00:14:bf:b1:97:90,-67,1.14193E+12,0,14-7,-69,-69.0617284,81,2.614123558,2,1.99526E-07,-15.42732012,1.24116E-07,-15.90205063,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1091069,03/09/2006 11:29,14,7,358.8,00:14:bf:b1:97:81,-57,1.14193E+12,0,14-7,-57,-57.02325581,86,1.884779558,2,1.99526E-06,-13.12473503,1.98461E-06,-13.13008988,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1091927,03/09/2006 11:30,14,7,45.2,00:14:bf:b1:97:8d,-48,1.14193E+12,45,14-7,-51,-51.19791667,96,1.58691884,2.25,1.58489E-05,-11.05240845,7.58942E-06,-11.78875597,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1091928,03/09/2006 11:30,14,7,45.2,00:14:bf:3b:c7:c6,-52,1.14193E+12,45,14-7,-52,-51.71428571,91,1.195228609,1.5,6.30957E-06,-11.97344248,6.73863E-06,-11.90765434,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1091929,03/09/2006 11:30,14,7,45.2,00:0f:a3:39:e1:c0,-48,1.14193E+12,45,14-7,-50,-51.58333333,108,2.775476721,6,1.58489E-05,-11.05240845,6.94491E-06,-11.87750144,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1091930,03/09/2006 11:30,14,7,45.2,00:14:bf:b1:97:81,-59,1.14193E+12,45,14-7,-58,-58.12359551,89,2.240232459,3,1.25893E-06,-13.58525205,1.54042E-06,-13.38345246,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1091932,03/09/2006 11:30,14,7,45.2,00:14:bf:b1:97:8a,-63,1.14193E+12,45,14-7,-56.5,-57.34782609,92,3.534554024,1,5.01187E-07,-14.50628609,1.84169E-06,-13.20482495,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1091939,03/09/2006 11:30,14,7,45.2,00:14:bf:b1:97:90,-71,1.14193E+12,45,14-7,-72,-71.92631579,95,1.606119317,1,7.94328E-08,-16.34835416,6.41754E-08,-16.56164625,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1092704,03/09/2006 11:31,14,7,89.9,00:14:bf:3b:c7:c6,-41,1.14193E+12,90,14-7,-42,-42.61290323,93,0.967204152,1,7.94328E-05,-9.440598881,5.47911E-05,-9.811983574,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1092705,03/09/2006 11:31,14,7,89.9,00:14:bf:b1:97:8d,-42,1.14193E+12,90,14-7,-44,-44.45652174,92,1.585740327,3,6.30957E-05,-9.670857391,3.58383E-05,-10.23649242,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1092706,03/09/2006 11:31,14,7,89.9,00:14:bf:b1:97:81,-58,1.14193E+12,90,14-7,-59,-59.51807229,83,2.05628985,4,1.58489E-06,-13.35499354,1.11736E-06,-13.7045426,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1092707,03/09/2006 11:31,14,7,89.9,00:0f:a3:39:e1:c0,-51,1.14193E+12,90,14-7,-53,-51.81308411,107,1.95771739,4,7.94328E-06,-11.74318397,6.58706E-06,-11.93040351,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1092708,03/09/2006 11:31,14,7,89.9,00:14:bf:b1:97:8a,-64,1.14193E+12,90,14-7,-61,-61.28735632,87,1.421660068,1,3.98107E-07,-14.7365446,7.43472E-07,-14.11193531,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1092714,03/09/2006 11:31,14,7,89.9,00:14:bf:b1:97:90,-71,1.14193E+12,90,14-7,-72,-72.19607843,102,2.644026391,1,7.94328E-08,-16.34835416,6.03104E-08,-16.6237614,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1093446,03/09/2006 11:32,14,7,135.1,00:0f:a3:39:e1:c0,-56,1.14193E+12,135,14-7,-52,-53.42592593,108,2.3884602,5,2.51189E-06,-12.89447652,4.54368E-06,-12.30177406,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,1,0.008366095,14,7,0.152961714
1093447,03/09/2006 11:32,14,7,135.1,00:14:bf:3b:c7:c6,-52,1.14193E+12,135,14-7,-51.5,-52.07142857,98,4.189456575,6,6.30957E-06,-11.97344248,6.20665E-06,-11.98988952,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,1,,,,
1093449,03/09/2006 11:32,14,7,135.1,00:14:bf:b1:97:81,-54,1.14193E+12,135,14-7,-53,-56.36144578,83,6.203025055,11,3.98107E-06,-12.4339595,2.3113E-06,-12.97770249,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,1,,,,
1093450,03/09/2006 11:32,14,7,135.1,00:14:bf:b1:97:8d,-50,1.14193E+12,135,14-7,-44,-45.04255319,94,3.401185415,6,0.00001,-11.51292546,3.13144E-05,-10.37143115,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,1,,,,
1093451,03/09/2006 11:32,14,7,135.1,00:14:bf:b1:97:8a,-57,1.14193E+12,135,14-7,-56,-56.11578947,95,1.712675883,2,1.99526E-06,-13.12473503,2.4458E-06,-12.92113803,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,1,,,,
1093453,03/09/2006 11:32,14,7,135.1,00:14:bf:b1:97:90,-66,1.14193E+12,135,14-7,-69,-69.2345679,81,2.68454654,1,2.51189E-07,-15.19706161,1.19273E-07,-15.9418484,1,14,14.76482306,0.067728546,0.004587156,,0,1,,,,
1094212,03/09/2006 11:33,14,7,180.2,00:14:bf:b1:97:8d,-37,1.14193E+12,180,14-7,-36,-37.25,100,3.851734491,1,0.000199526,-8.519564844,0.000188365,-8.577129471,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1094213,03/09/2006 11:33,14,7,180.2,00:0f:a3:39:e1:c0,-49,1.14193E+12,180,14-7,-49,-49,110,1.299258787,2,1.25893E-05,-11.28266696,1.25893E-05,-11.28266696,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1094214,03/09/2006 11:33,14,7,180.2,00:14:bf:b1:97:90,-68,1.14193E+12,180,14-7,-68,-67.87209302,86,2.033811326,2,1.58489E-07,-15.65757863,1.63227E-07,-15.62812696,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1094217,03/09/2006 11:33,14,7,180.2,00:14:bf:b1:97:8a,-57,1.14193E+12,180,14-7,-58,-58.09278351,97,1.848887471,2,1.99526E-06,-13.12473503,1.55139E-06,-13.37635773,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1094221,03/09/2006 11:33,14,7,180.2,00:14:bf:3b:c7:c6,-54,1.14193E+12,180,14-7,-58,-58.02272727,88,1.560852057,2,3.98107E-06,-12.4339595,1.57662E-06,-13.36022669,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1094223,03/09/2006 11:33,14,7,180.2,00:14:bf:b1:97:81,-60,1.14193E+12,180,14-7,-57,-57.19318182,88,1.133177351,2,0.000001,-13.81551056,1.90845E-06,-13.16921679,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1095017,03/09/2006 11:34,14,7,224.7,00:14:bf:3b:c7:c6,-52,1.14193E+12,225,14-7,-56,-55.52272727,88,2.967166196,5,6.30957E-06,-11.97344248,2.80367E-06,-12.78458041,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1095018,03/09/2006 11:34,14,7,224.7,00:0f:a3:39:e1:c0,-51,1.14193E+12,225,14-7,-50,-50.16513761,109,0.787797698,1,7.94328E-06,-11.74318397,9.6269E-06,-11.55094981,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1095019,03/09/2006 11:34,14,7,224.7,00:14:bf:b1:97:8a,-56,1.14193E+12,225,14-7,-54,-54.28421053,95,0.985675682,1,2.51189E-06,-12.89447652,3.72888E-06,-12.49940139,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1095020,03/09/2006 11:34,14,7,224.7,00:14:bf:b1:97:81,-61,1.14193E+12,225,14-7,-60,-59.68674699,83,1.529607879,1,7.94328E-07,-14.04576907,1.07479E-06,-13.74338139,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1095022,03/09/2006 11:34,14,7,224.7,00:14:bf:b1:97:90,-74,1.14193E+12,225,14-7,-67,-68.6,90,4.893931119,8,3.98107E-08,-17.03912969,1.38038E-07,-15.79573374,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1095039,03/09/2006 11:34,14,7,224.7,00:14:bf:b1:97:8d,-45,1.14193E+12,225,14-7,-46,-46.15789474,95,1.104302894,1.5,3.16228E-05,-10.36163292,2.4222E-05,-10.62824803,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1095866,03/09/2006 11:34,14,7,270,00:0f:a3:39:e1:c0,-48,1.14193E+12,270,14-7,-48,-48.35454545,110,2.328863028,1,1.58489E-05,-11.05240845,1.46065E-05,-11.13404555,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1095867,03/09/2006 11:34,14,7,270,00:14:bf:b1:97:8d,-60,1.14193E+12,270,14-7,-52,-52.98809524,84,2.774644437,2.25,0.000001,-13.81551056,5.02563E-06,-12.20095982,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1095868,03/09/2006 11:34,14,7,270,00:14:bf:b1:97:8a,-57,1.14193E+12,270,14-7,-57,-56.65979381,97,1.573786556,2,1.99526E-06,-13.12473503,2.15785E-06,-13.04639966,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1095869,03/09/2006 11:34,14,7,270,00:14:bf:3b:c7:c6,-60,1.14193E+12,270,14-7,-51,-52.76404494,89,3.875982198,8,0.000001,-13.81551056,5.2917E-06,-12.14937033,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1095870,03/09/2006 11:34,14,7,270,00:14:bf:b1:97:90,-67,1.14193E+12,270,14-7,-66,-66.96039604,101,3.799791552,2,1.99526E-07,-15.42732012,2.01354E-07,-15.41820097,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1095884,03/09/2006 11:35,14,7,270,00:14:bf:b1:97:81,-59,1.14193E+12,270,14-7,-62,-59.92307692,78,3.976454176,8,1.25893E-06,-13.58525205,1.01787E-06,-13.79779836,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1096665,03/09/2006 11:40,14,7,314.8,00:0f:a3:39:e1:c0,-48,1.14193E+12,315,14-7,-47,-46.72477064,109,1.261036902,1,1.58489E-05,-11.05240845,2.1258E-05,-10.75877604,7.5,6.3,6.537583651,0.152961714,0.023397286,,1,0,,,,
1096666,03/09/2006 11:40,14,7,314.8,00:14:bf:3b:c7:c6,-50,1.14193E+12,315,14-7,-56,-56.05747126,87,2.324572088,3,0.00001,-11.51292546,2.47886E-06,-12.90770977,12.8,-2.8,9.873196038,0.101284325,0.010258515,,0,0,,,,
1096667,03/09/2006 11:40,14,7,314.8,00:14:bf:b1:97:8a,-52,1.14193E+12,315,14-7,-48,-49.45918367,98,3.927614022,2,6.30957E-06,-11.97344248,1.13261E-05,-11.3883979,2.5,-0.8,13.89568278,0.071964798,0.005178932,,0,0,,,,
1096668,03/09/2006 11:40,14,7,314.8,00:14:bf:b1:97:81,-58,1.14193E+12,315,14-7,-58,-57.90243902,82,1.802671242,2,1.58489E-06,-13.35499354,1.6209E-06,-13.33252929,33.5,2.8,19.94718025,0.050132399,0.002513257,,0,0,,,,
1096669,03/09/2006 11:40,14,7,314.8,00:14:bf:b1:97:90,-66,1.14193E+12,315,14-7,-66,-68.11111111,90,4.941101284,3,2.51189E-07,-15.19706161,1.54486E-07,-15.68316291,1,14,14.76482306,0.067728546,0.004587156,,0,0,,,,
1096670,03/09/2006 11:40,14,7,314.8,00:14:bf:b1:97:8d,-60,1.14193E+12,315,14-7,-55,-56.47435897,78,3.566526773,4.5,0.000001,-13.81551056,2.25198E-06,-13.00370171,33.5,9.3,19.63517252,0.050929015,0.002593765,,0,0,,,,
1097435,03/09/2006 11:41,15,7,359.8,00:14:bf:3b:c7:c6,-50,1.14193E+12,0,15-7,-51,-51.57471264,87,2.826914597,2,0.00001,-11.51292546,6.95871E-06,-11.87551645,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,0,,,,
1097436,03/09/2006 11:41,15,7,359.8,00:14:bf:b1:97:8a,-54,1.14193E+12,0,15-7,-57,-56.37755102,98,1.689966181,2,3.98107E-06,-12.4339595,2.30274E-06,-12.98141086,2.5,-0.8,14.73397435,0.06787035,0.004606384,,0,0,,,,
1097437,03/09/2006 11:41,15,7,359.8,00:14:bf:b1:97:8d,-52,1.14193E+12,0,15-7,-52,-51.46511628,86,1.059385776,1,6.30957E-06,-11.97344248,7.13655E-06,-11.85028096,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,0,,,,
1097438,03/09/2006 11:41,15,7,359.8,00:0f:a3:39:e1:c0,-50,1.14193E+12,0,15-7,-48,-48.78181818,110,1.6993351,3,0.00001,-11.51292546,1.32379E-05,-11.23242874,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,0,,,,
1097440,03/09/2006 11:41,15,7,359.8,00:14:bf:b1:97:81,-63,1.14193E+12,0,15-7,-60,-61.14814815,81,4.419024528,8,5.01187E-07,-14.50628609,7.67689E-07,-14.07988144,33.5,2.8,18.97076699,0.052712682,0.002778627,,0,0,,,,
1097447,03/09/2006 11:41,15,7,359.8,00:14:bf:b1:97:90,-70,1.14193E+12,0,15-7,-69,-69.04444444,90,1.859751772,2,0.0000001,-16.11809565,1.24611E-07,-15.89807085,1,14,15.65247584,0.063887656,0.004081633,,0,0,,,,
1098301,03/09/2006 11:42,15,7,45.7,00:14:bf:b1:97:8d,-48,1.14193E+12,45,15-7,-52,-51.63157895,95,4.462736093,7,1.58489E-05,-11.05240845,6.86819E-06,-11.8886104,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,0,,,,
1098302,03/09/2006 11:42,15,7,45.7,00:0f:a3:39:e1:c0,-49,1.14193E+12,45,15-7,-49,-51.04545455,110,3.548837162,5,1.25893E-05,-11.28266696,7.86058E-06,-11.75365027,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,0,,,,
1098303,03/09/2006 11:42,15,7,45.7,00:14:bf:3b:c7:c6,-57,1.14193E+12,45,15-7,-57,-56.87912088,91,1.902251092,2.5,1.99526E-06,-13.12473503,2.05158E-06,-13.09690158,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,0,,,,
1098304,03/09/2006 11:42,15,7,45.7,00:14:bf:b1:97:8a,-61,1.14193E+12,45,15-7,-58,-56.92553191,94,2.463668747,3.75,7.94328E-07,-14.04576907,2.02977E-06,-13.10758812,2.5,-0.8,14.73397435,0.06787035,0.004606384,,0,0,,,,
1098309,03/09/2006 11:42,15,7,45.1,00:14:bf:b1:97:90,-69,1.14193E+12,45,15-7,-69,-68.3125,80,1.392509346,1,1.25893E-07,-15.88783714,1.47486E-07,-15.72953442,1,14,15.65247584,0.063887656,0.004081633,,0,0,,,,
1098316,03/09/2006 11:42,15,7,45.1,00:14:bf:b1:97:81,-58,1.14193E+12,45,15-7,-56,-56.46428571,84,0.987224765,1,1.58489E-06,-13.35499354,2.25721E-06,-13.00138226,33.5,2.8,18.97076699,0.052712682,0.002778627,,0,0,,,,
1099073,03/09/2006 11:43,15,7,90,00:14:bf:b1:97:8d,-50,1.14193E+12,90,15-7,-43.5,-45.48809524,84,3.943865291,7,0.00001,-11.51292546,2.82612E-05,-10.474021,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,0,,,,
1099074,03/09/2006 11:43,15,7,90,00:14:bf:b1:97:81,-55,1.14193E+12,90,15-7,-57,-57.0212766,94,1.765735543,2,3.16228E-06,-12.66421801,1.98551E-06,-13.12963415,33.5,2.8,18.97076699,0.052712682,0.002778627,,0,0,,,,
1099075,03/09/2006 11:43,15,7,90,00:0f:a3:39:e1:c0,-62,1.14193E+12,90,15-7,-60,-60.35454545,110,2.711126797,1,6.30957E-07,-14.27602758,9.21606E-07,-13.89714767,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,0,,,,
1099076,03/09/2006 11:43,15,7,90,00:14:bf:b1:97:8a,-63,1.14193E+12,90,15-7,-62,-62.43243243,111,2.326220585,3,5.01187E-07,-14.50628609,5.71159E-07,-14.37559882,2.5,-0.8,14.73397435,0.06787035,0.004606384,,0,0,,,,
1099078,03/09/2006 11:43,15,7,90,00:14:bf:b1:97:90,-78,1.14193E+12,90,15-7,-79,-79.3814433,97,1.176535335,1,1.58489E-08,-17.96016373,1.15307E-08,-18.2782528,1,14,15.65247584,0.063887656,0.004081633,,0,0,,,,
1099083,03/09/2006 11:43,15,7,90,00:14:bf:3b:c7:c6,-59,1.14193E+12,90,15-7,-57,-57.08860759,79,3.363415059,6,1.25893E-06,-13.58525205,1.95497E-06,-13.14513768,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,0,,,,
1099870,03/09/2006 11:43,15,7,135.4,00:0f:a3:39:e1:c0,-48,1.14193E+12,135,15-7,-48,-47.85454545,110,1.254981733,2,1.58489E-05,-11.05240845,1.63887E-05,-11.0189163,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,1,0.021109142,15,7,0.132756359
1099871,03/09/2006 11:43,15,7,135.4,00:14:bf:b1:97:81,-53,1.14193E+12,135,15-7,-56,-55.67708333,96,1.612417549,2,5.01187E-06,-12.20370099,2.70577E-06,-12.82012221,33.5,2.8,18.97076699,0.052712682,0.002778627,,0,1,,,,
1099872,03/09/2006 11:43,15,7,135.4,00:14:bf:b1:97:8a,-64,1.14193E+12,135,15-7,-63,-63.58695652,92,3.877668309,7,3.98107E-07,-14.7365446,4.37829E-07,-14.64143782,2.5,-0.8,14.73397435,0.06787035,0.004606384,,0,1,,,,
1099873,03/09/2006 11:43,15,7,135.4,00:14:bf:3b:c7:c6,-63,1.14193E+12,135,15-7,-57,-56.77419355,93,1.430483593,1,5.01187E-07,-14.50628609,2.10175E-06,-13.07274117,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,1,,,,
1099876,03/09/2006 11:43,15,7,135.4,00:14:bf:b1:97:8d,-46,1.14193E+12,135,15-7,-47,-46.53571429,84,0.91106225,1,2.51189E-05,-10.59189143,2.22039E-05,-10.7152442,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,1,,,,
1099888,03/09/2006 11:43,15,7,135.4,00:14:bf:b1:97:90,-66,1.14193E+12,135,15-7,-68,-67.48,100,2.476067263,2.25,2.51189E-07,-15.19706161,1.78649E-07,-15.53784421,1,14,15.65247584,0.063887656,0.004081633,,0,1,,,,
1100680,03/09/2006 11:44,15,7,180.3,00:14:bf:b1:97:8d,-42,1.14193E+12,180,15-7,-50,-47.93478261,92,4.048617585,8,6.30957E-05,-9.670857391,1.60887E-05,-11.03739159,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,0,,,,
1100681,03/09/2006 11:44,15,7,180.3,00:14:bf:3b:c7:c6,-52,1.14193E+12,180,15-7,-50,-49.68817204,93,2.354359945,3,6.30957E-06,-11.97344248,1.07444E-05,-11.44112442,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,0,,,,
1100682,03/09/2006 11:44,15,7,180.3,00:14:bf:b1:97:8a,-56,1.14193E+12,180,15-7,-55,-54.875,104,1.67034384,2,2.51189E-06,-12.89447652,3.25462E-06,-12.6354357,2.5,-0.8,14.73397435,0.06787035,0.004606384,,0,0,,,,
1100683,03/09/2006 11:44,15,7,180.3,00:0f:a3:39:e1:c0,-55,1.14193E+12,180,15-7,-50,-50.04545455,110,1.522831523,2,3.16228E-06,-12.66421801,9.89588E-06,-11.52339176,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,0,,,,
1100691,03/09/2006 11:44,15,7,180.3,00:14:bf:b1:97:90,-73,1.14193E+12,180,15-7,-72,-71.82954545,88,1.297403161,2,5.01187E-08,-16.80887118,6.56214E-08,-16.53936406,1,14,15.65247584,0.063887656,0.004081633,,0,0,,,,
1100698,03/09/2006 11:44,15,7,180.3,00:14:bf:b1:97:81,-63,1.14193E+12,180,15-7,-63,-60.55696203,79,5.626737533,12,5.01187E-07,-14.50628609,8.79638E-07,-13.9437558,33.5,2.8,18.97076699,0.052712682,0.002778627,,0,0,,,,
1101461,03/09/2006 11:45,15,7,224.9,00:0f:a3:39:e1:c0,-46,1.14193E+12,225,15-7,-48,-48.19266055,109,0.855018564,1,2.51189E-05,-10.59189143,1.51612E-05,-11.09677018,7.5,6.3,7.532595834,0.132756359,0.017624251,,1,0,,,,
1101462,03/09/2006 11:45,15,7,224.9,00:14:bf:b1:97:8d,-51,1.14193E+12,225,15-7,-50,-49.52040816,98,1.823272191,1,7.94328E-06,-11.74318397,1.11676E-05,-11.40249536,33.5,9.3,18.64242473,0.053641091,0.002877367,,0,0,,,,
1101463,03/09/2006 11:45,15,7,224.9,00:14:bf:3b:c7:c6,-54,1.14193E+12,225,15-7,-53,-53.46666667,90,3.585864884,6,3.98107E-06,-12.4339595,4.50125E-06,-12.31115496,12.8,-2.8,10.04390362,0.099562883,0.009912768,,0,0,,,,
