"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY"
"38143",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719736396,135,"25.76-7.34"
"38144",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719736396,135,"25.76-7.34"
"38145",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719736396,135,"25.76-7.34"
"38146",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719736396,135,"25.76-7.34"
"38147",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-81,1140719736396,135,"25.76-7.34"
"38148",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:90",-79,1140719736396,135,"25.76-7.34"
"38151",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,1140719736648,135,"25.76-7.34"
"38152",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719736648,135,"25.76-7.34"
"38153",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,1140719736648,135,"25.76-7.34"
"38154",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719736648,135,"25.76-7.34"
"38155",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719736648,135,"25.76-7.34"
"38156",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,1140719736648,135,"25.76-7.34"
"38157",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719736648,135,"25.76-7.34"
"38158",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-77,1140719736648,135,"25.76-7.34"
"38161",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,1140719736900,135,"25.76-7.34"
"38162",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719736900,135,"25.76-7.34"
"38163",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719736900,135,"25.76-7.34"
"38164",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719736900,135,"25.76-7.34"
"38165",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719736900,135,"25.76-7.34"
"38166",2006-02-23 11:35:36,25.76,7.34,122.7,"00:14:bf:b1:97:90",-79,1140719736900,135,"25.76-7.34"
"38167",2006-02-23 11:35:36,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719736900,135,"25.76-7.34"
"38170",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719737152,135,"25.76-7.34"
"38171",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719737152,135,"25.76-7.34"
"38172",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,1140719737152,135,"25.76-7.34"
"38173",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719737152,135,"25.76-7.34"
"38174",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719737152,135,"25.76-7.34"
"38175",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719737152,135,"25.76-7.34"
"38178",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,1140719737404,135,"25.76-7.34"
"38179",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719737404,135,"25.76-7.34"
"38180",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719737404,135,"25.76-7.34"
"38181",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,1140719737404,135,"25.76-7.34"
"38182",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719737404,135,"25.76-7.34"
"38183",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719737404,135,"25.76-7.34"
"38184",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719737404,135,"25.76-7.34"
"38185",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-82,1140719737404,135,"25.76-7.34"
"38188",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,1140719737656,135,"25.76-7.34"
"38189",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719737656,135,"25.76-7.34"
"38190",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719737656,135,"25.76-7.34"
"38191",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719737656,135,"25.76-7.34"
"38192",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719737656,135,"25.76-7.34"
"38193",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719737656,135,"25.76-7.34"
"38194",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719737656,135,"25.76-7.34"
"38197",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719737908,135,"25.76-7.34"
"38198",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719737908,135,"25.76-7.34"
"38199",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719737908,135,"25.76-7.34"
"38200",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719737908,135,"25.76-7.34"
"38201",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-74,1140719737908,135,"25.76-7.34"
"38202",2006-02-23 11:35:37,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719737908,135,"25.76-7.34"
"38203",2006-02-23 11:35:37,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719737908,135,"25.76-7.34"
"38206",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:81",-51,1140719738160,135,"25.76-7.34"
"38207",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719738160,135,"25.76-7.34"
"38208",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,1140719738160,135,"25.76-7.34"
"38209",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719738160,135,"25.76-7.34"
"38210",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719738160,135,"25.76-7.34"
"38211",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-72,1140719738160,135,"25.76-7.34"
"38212",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719738160,135,"25.76-7.34"
"38213",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719738160,135,"25.76-7.34"
"38215",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-40,1140719738412,135,"25.76-7.34"
"38216",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719738412,135,"25.76-7.34"
"38217",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719738412,135,"25.76-7.34"
"38218",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719738412,135,"25.76-7.34"
"38219",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719738412,135,"25.76-7.34"
"38220",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719738412,135,"25.76-7.34"
"38221",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719738412,135,"25.76-7.34"
"38224",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719738664,135,"25.76-7.34"
"38225",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719738664,135,"25.76-7.34"
"38226",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719738664,135,"25.76-7.34"
"38227",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719738664,135,"25.76-7.34"
"38228",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719738664,135,"25.76-7.34"
"38229",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719738664,135,"25.76-7.34"
"38230",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719738664,135,"25.76-7.34"
"38233",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719738916,135,"25.76-7.34"
"38234",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719738916,135,"25.76-7.34"
"38235",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719738916,135,"25.76-7.34"
"38236",2006-02-23 11:35:38,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719738916,135,"25.76-7.34"
"38237",2006-02-23 11:35:38,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719738916,135,"25.76-7.34"
"38240",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719739168,135,"25.76-7.34"
"38241",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719739420,135,"25.76-7.34"
"38242",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719739420,135,"25.76-7.34"
"38243",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719739420,135,"25.76-7.34"
"38244",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719739420,135,"25.76-7.34"
"38245",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719739420,135,"25.76-7.34"
"38246",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719739420,135,"25.76-7.34"
"38247",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719739420,135,"25.76-7.34"
"38250",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719739684,135,"25.76-7.34"
"38251",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-55,1140719739684,135,"25.76-7.34"
"38252",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719739684,135,"25.76-7.34"
"38253",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719739684,135,"25.76-7.34"
"38254",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719739936,135,"25.76-7.34"
"38255",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719739936,135,"25.76-7.34"
"38256",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719739936,135,"25.76-7.34"
"38257",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719739936,135,"25.76-7.34"
"38258",2006-02-23 11:35:39,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719739936,135,"25.76-7.34"
"38259",2006-02-23 11:35:39,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719739936,135,"25.76-7.34"
"38261",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719740188,135,"25.76-7.34"
"38262",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719740188,135,"25.76-7.34"
"38263",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719740188,135,"25.76-7.34"
"38264",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719740188,135,"25.76-7.34"
"38266",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719740440,135,"25.76-7.34"
"38267",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:81",-50,1140719740440,135,"25.76-7.34"
"38268",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719740440,135,"25.76-7.34"
"38269",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719740440,135,"25.76-7.34"
"38270",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719740440,135,"25.76-7.34"
"38271",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:90",-82,1140719740440,135,"25.76-7.34"
"38272",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719740440,135,"25.76-7.34"
"38273",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-61,1140719740440,135,"25.76-7.34"
"38276",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719740692,135,"25.76-7.34"
"38277",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719740692,135,"25.76-7.34"
"38278",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719740692,135,"25.76-7.34"
"38279",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719740692,135,"25.76-7.34"
"38280",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719740692,135,"25.76-7.34"
"38281",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-61,1140719740692,135,"25.76-7.34"
"38282",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:90",-82,1140719740692,135,"25.76-7.34"
"38285",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:81",-50,1140719740944,135,"25.76-7.34"
"38286",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719740944,135,"25.76-7.34"
"38287",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719740944,135,"25.76-7.34"
"38288",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-72,1140719740944,135,"25.76-7.34"
"38289",2006-02-23 11:35:40,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719740944,135,"25.76-7.34"
"38290",2006-02-23 11:35:40,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-81,1140719740944,135,"25.76-7.34"
"38293",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719741196,135,"25.76-7.34"
"38294",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719741196,135,"25.76-7.34"
"38295",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719741196,135,"25.76-7.34"
"38296",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719741196,135,"25.76-7.34"
"38297",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-74,1140719741196,135,"25.76-7.34"
"38298",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719741196,135,"25.76-7.34"
"38300",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-40,1140719741448,135,"25.76-7.34"
"38301",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719741448,135,"25.76-7.34"
"38302",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719741448,135,"25.76-7.34"
"38303",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719741448,135,"25.76-7.34"
"38304",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719741448,135,"25.76-7.34"
"38305",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,1140719741448,135,"25.76-7.34"
"38306",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719741448,135,"25.76-7.34"
"38309",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719741700,135,"25.76-7.34"
"38310",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719741700,135,"25.76-7.34"
"38311",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719741700,135,"25.76-7.34"
"38312",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-63,1140719741700,135,"25.76-7.34"
"38313",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719741700,135,"25.76-7.34"
"38316",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,1140719741952,135,"25.76-7.34"
"38317",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719741952,135,"25.76-7.34"
"38318",2006-02-23 11:35:41,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719741952,135,"25.76-7.34"
"38319",2006-02-23 11:35:41,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719741952,135,"25.76-7.34"
"38322",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719742204,135,"25.76-7.34"
"38323",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719742204,135,"25.76-7.34"
"38324",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-61,1140719742204,135,"25.76-7.34"
"38325",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719742204,135,"25.76-7.34"
"38326",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719742204,135,"25.76-7.34"
"38327",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719742204,135,"25.76-7.34"
"38328",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-81,1140719742204,135,"25.76-7.34"
"38330",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,1140719742456,135,"25.76-7.34"
"38331",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719742456,135,"25.76-7.34"
"38332",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719742456,135,"25.76-7.34"
"38333",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-72,1140719742456,135,"25.76-7.34"
"38334",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719742456,135,"25.76-7.34"
"38335",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719742456,135,"25.76-7.34"
"38338",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,1140719742708,135,"25.76-7.34"
"38339",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719742708,135,"25.76-7.34"
"38340",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719742708,135,"25.76-7.34"
"38341",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719742708,135,"25.76-7.34"
"38342",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719742708,135,"25.76-7.34"
"38343",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,1140719742708,135,"25.76-7.34"
"38344",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-73,1140719742708,135,"25.76-7.34"
"38345",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719742708,135,"25.76-7.34"
"38346",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-79,1140719742708,135,"25.76-7.34"
"38349",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719742964,135,"25.76-7.34"
"38350",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,1140719742964,135,"25.76-7.34"
"38351",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719742964,135,"25.76-7.34"
"38352",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,1140719742964,135,"25.76-7.34"
"38353",2006-02-23 11:35:42,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719742964,135,"25.76-7.34"
"38354",2006-02-23 11:35:42,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719742964,135,"25.76-7.34"
"38357",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,1140719743216,135,"25.76-7.34"
"38358",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719743216,135,"25.76-7.34"
"38359",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,1140719743216,135,"25.76-7.34"
"38360",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719743216,135,"25.76-7.34"
"38361",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719743216,135,"25.76-7.34"
"38362",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719743216,135,"25.76-7.34"
"38363",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719743216,135,"25.76-7.34"
"38366",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,1140719743468,135,"25.76-7.34"
"38367",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,1140719743468,135,"25.76-7.34"
"38368",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719743468,135,"25.76-7.34"
"38369",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719743468,135,"25.76-7.34"
"38370",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,1140719743468,135,"25.76-7.34"
"38371",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-81,1140719743468,135,"25.76-7.34"
"38372",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:90",-80,1140719743468,135,"25.76-7.34"
"38375",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,1140719743720,135,"25.76-7.34"
"38376",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719743720,135,"25.76-7.34"
"38377",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,1140719743720,135,"25.76-7.34"
"38378",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719743720,135,"25.76-7.34"
"38379",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,1140719743720,135,"25.76-7.34"
"38380",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719743720,135,"25.76-7.34"
"38381",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,1140719743720,135,"25.76-7.34"
"38384",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:81",-51,1140719743972,135,"25.76-7.34"
"38385",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,1140719743972,135,"25.76-7.34"
"38386",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719743972,135,"25.76-7.34"
"38387",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719743972,135,"25.76-7.34"
"38388",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719743972,135,"25.76-7.34"
"38389",2006-02-23 11:35:43,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719743972,135,"25.76-7.34"
"38390",2006-02-23 11:35:43,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-80,1140719743972,135,"25.76-7.34"
"38392",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-43,1140719744224,135,"25.76-7.34"
"38393",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719744224,135,"25.76-7.34"
"38394",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,1140719744224,135,"25.76-7.34"
"38395",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,1140719744224,135,"25.76-7.34"
"38396",2006-02-23 11:35:44,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,1140719744224,135,"25.76-7.34"
"38397",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719744224,135,"25.76-7.34"
"38398",2006-02-23 11:35:44,25.76,7.34,122.7,"00:0f:a3:39:dd:cd",-78,1140719744224,135,"25.76-7.34"
"38401",2006-02-23 11:35:44,25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,1140719744476,135,"25.76-7.34"
"38402",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,1140719744476,135,"25.76-7.34"
"38403",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,1140719744476,135,"25.76-7.34"
"38404",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,1140719744476,135,"25.76-7.34"
"38406",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,1140719744728,135,"25.76-7.34"
"38407",2006-02-23 11:35:44,25.76,7.34,122.7,"00:14:bf:b1:97:81",-51,1140719744728,135,"25.76-7.34"
